id,split,claim,context
7706,dev,Awkward Black Girl was made by Issa Rae.,58896
7707,dev,Tim McGraw had a supporting role in The Blind Side.,34906
7708,dev,A View to a Kill is only directed by Chris Columbus.,113530
7709,dev,Saxony is a country.,29222
7710,dev,Joe Rogan was an award-winning actor.,98362
7711,dev,Same Old Love is from the album Don't Forget.,72045; 72045
7712,dev,James VI and I was a monarch of England.,52681; 52681
7713,dev,"Emma Watson is a French-British actress, model, and activist.",127618
7714,dev,The State of Palestine lays claim to a region on the eastern coast of the Mediterranean Sea.,105063
7715,dev,Video games is something that Brian Michael Bendis has worked on.,112593
7716,dev,Meteora is by Linkin Park.,58717; 58717; 61464; 61464; 61464; 63762; 303340; 303340; 305278
7717,dev,Edgar Wright is Catholic.,184123
7718,dev,Lou Gehrig was voted the greatest first baseman of all time by the Baseball Writers' Association.,141780; 143803; 311018; 311019; 311025
7719,dev,The Hanford Site hosts a research center.,259714
7720,dev,Saturn Corporation is a registered voter.,211976
7721,dev,Seohyun acts.,239365; 239366; 243112; 243112; 319192; 320396; 320396
7722,dev,Daggering is popular.,287834
7723,dev,Aristotle studied at Plato's High School.,74495
7724,dev,David Spade starred in Grown Ups 2 and gained acclaim.,95114
7725,dev,"Frequently, French Indochina is abbreviated.",185389
7726,dev,In the Cretaceous pterosaurs and large marine reptiles prospered and continued their survival.,241301; 241301
7727,dev,Aleister Crowley was European.,15191; 15191; 24154; 24154; 24154; 24154; 24154; 181636; 299391
7728,dev,Cheese in the Trap (TV series) only appears in a section of a movie.,169882; 169882
7729,dev,Al Jardine cannot sing.,206706; 206706
7730,dev,The United Nations Charter was destroyed in 1945.,34779; 34779; 34779
7731,dev,Yale University has had many Chinese alumni.,133678
7732,dev,Baz Luhrmann's film Australia stars Hugh Jackman.,186076
7733,dev,Poldark series two did not begin sometime after 6 July 2016.,158726
7734,dev,Colombiana is of the horror genre.,165803
7735,dev,Anushka Sharma never won a Filmfare Award.,68231
7736,dev,Mickey Rourke appeared in a 2011 film.,189868
7737,dev,The undergraduate college of Harvard University became coeducational after its merger with Radcliffe College.,252347
7738,dev,José Ferrer won a Tony Award.,150333
7739,dev,Shane McMahon officially retired on the first day of 2000.,117181
7740,dev,In the End was the only song released through Warner Bros.,128276
7741,dev,Oscar de la Hoya was The Ring magazine's top-rated fighter in the world in 1999.,222196
7742,dev,Despicable Me 2 was written exclusively by Elmo.,239004
7743,dev,"Camden, New Jersey is in a mall.",277985
7744,dev,Stanley Williams was a police officer in California.,290150
7745,dev,French Indochina was a grouping of French colonial territories in Southeast Asia in 1996.,148713
7746,dev,Margaret Thatcher was a spokesperson for Doritos.,276401
7747,dev,Aristotle spent almost 20 years at the Academy.,64850
7748,dev,I Kissed a Girl was recorded by an Japanese singer.,28942
7749,dev,Kendall Jenner is unfamous.,66106; 66106; 66106; 66106
7750,dev,The end of the Cretaceous is a mass extinction.,241267; 241267
7751,dev,An expert marksman is the subject of Shooter.,136792
7752,dev,Noah Cyrus is the youngest daughter of Garth Brooks.,83717
7753,dev,"Chris Kyle was baptized on April 8, 1974.",93459
7754,dev,Tylenol is only a brand of clothes.,208003
7755,dev,Carlos Santana is exclusively a dramatic actor.,148071
7756,dev,"Camden, New Jersey is a shop.",180778
7757,dev,Homer Hickman has written science fiction novels.,257114
7758,dev,"Janelle Monáe was conceived on December 1st, 1985.",41506; 41515
7759,dev,Rio's only sequel is an American musical comedy show.,241704
7760,dev,Aristotle spent time in Sparta.,175149
7761,dev,Birthday Song (2 Chainz song) was produced by a producer.,69963
7762,dev,Juventus F.C. competes in the Coliseum.,185453
7763,dev,The first inauguration of Bill Clinton was in the United States.,151762
7764,dev,Colombiana is a Irish film.,24131; 24137
7765,dev,Joe Walsh was barely inducted in 1998.,161256
7766,dev,Lizzy Caplan is incapable of starring in television show like Party Down.,167914
7767,dev,Uranium-235 was lost by Arthur Jeffrey Dempster.,105085
7768,dev,X-Men: Apocalypse is only a comic book.,162288
7769,dev,Shane Black was born in January.,28713
7770,dev,The Chagatai language was the shared literary language of Central Asia at one point.,257051; 257056
7771,dev,Jack Falahee was born in March.,96461
7772,dev,Flaked is a comedy television series.,173975
7773,dev,The Cry of the Owl is based on a book by an American.,203332
7774,dev,John Dolmayan is African-American.,145457
7775,dev,"Chris Kyle was not born on April 8, 1974.",91940
7776,dev,TV Choice is on monthly.,105416
7777,dev,The Cincinnati Kid was announced by Norman Jewison.,40352
7778,dev,Amyotrophic lateral sclerosis is a cure.,15361; 16311; 99409; 112784; 112784; 116971; 129815; 146080; 151258; 153976; 153976; 168992; 168992; 171234; 180105; 197928; 197928; 216185; 222972; 246086
7779,dev,Anne Rice lived in the US.,191673; 191680
7780,dev,Tremont Street Subway originally served several closely spaced stations.,281992; 329799
7781,dev,A monk practices religious asceticism.,258081
7782,dev,Cadet Kelly was only a Paramount Original film.,192735
7783,dev,Entourage (film) is a film that has a financial deficit of $49 million dollars.,199147
7784,dev,The Quran pertains to Islam.,87497
7785,dev,Edmund H. North co-wrote the script for Twilight.,62487
7786,dev,Wales is a book.,53259
7787,dev,Vedam only stars Seth Green.,142240
7788,dev,Smriti Mandhana is an Indian woman.,197249; 197261
7789,dev,Luke Cage appeared in a comic book series.,23209
7790,dev,"In 2017, the Washington Wizards were the winners of a division title.",22674
7791,dev,Danger UXB's leading man is Danger UXB.,146311
7792,dev,Duane Chapman is British.,24123
7793,dev,Tinker Tailor Soldier Spy stars Colin Firth and Jonah Hill.,238541
7794,dev,Luis Fonsi was born in southern Puerto Rico.,34817
7795,dev,Fabian Nicieza created characters for Dungeons & Dragons.,203213
7796,dev,Colin Kaepernick is not a starter for the San Francisco 49ers.,154353; 154353
7797,dev,Stripes featured only Zuul.,228451
7798,dev,The Columbia River has canals.,31680
7799,dev,Game of Thrones (season 7) will introduce several new cast members like Jim Broadbent and Tom Hopper.,97589
7800,dev,CHiPs is based on nothing.,216103
7801,dev,Uranium-235 was painted in 1935.,174704
7802,dev,Civilization IV garnered critical acclaim.,292493; 294514; 295098; 340190; 340196; 340198
7803,dev,"Diana, Princess of Wales's father inherited the title of professor emeritus.",181858
7804,dev,The Good Wife produced a full 300 episode season.,64245; 65936; 303472; 305329
7805,dev,Sleipnir has eight legs.,63549
7806,dev,Jackpot was only filmed in 2013.,172518
7807,dev,2016 Tour de France was not a 21-stage race.,176373
7808,dev,2016 Tour de France was won by a rider.,130118; 130119
7809,dev,Sayyeshaa starred on Broadway.,150055
7810,dev,Ashton Kutcher was co-stars with Emma Watson.,87273
7811,dev,Sandra Bullock worked with HBO.,80969
7812,dev,Aarhus is located on the east coast of the Jutland peninsula by the Mediterranean Sea.,116195
7813,dev,Anushka Sharma is an Buddhist.,112960
7814,dev,"Kesha was born on March 2nd, 1999.",127701
7815,dev,Due Date is a horse.,159596
7816,dev,Rupert Murdoch is the lowest paid employee of News Corporation.,122653
7817,dev,Pirates of the Caribbean was added to Tokyo Disneyland in 1983.,138039; 140854; 142630; 310248; 310249
7818,dev,Cheese in the Trap (TV series) stars Justin Bieber.,99978
7819,dev,Samwell Tarly is a mercenary.,244450
7820,dev,Star Trek: Discovery is a riff on the series created by Gene Roddenberry.,126768
7821,dev,Forced labor is a reason for human trafficking.,25642
7822,dev,Kellyanne Conway publicly endorsed Ivanka Trump's clothing brand.,26858
7823,dev,Joe Rogan pitched an American baseball sitcom.,42788
7824,dev,Francis I of France was the first King of France from the legislative branch.,155634
7825,dev,Shane Black was born in August.,99431
7826,dev,Entourage (film) was filmed in England.,199109
7827,dev,Wilhelmina Slater's middle name is Natasha.,35126
7828,dev,Vietnam is a mascot.,115948
7829,dev,The Mirny (sloop-of-war) was a ship of the Royal Navy.,117622
7830,dev,No Country for Old Men is a cat-and-mouse drama.,164974; 169214; 312313; 312316; 312327
7831,dev,Meteora is Linkin Park's second studio album.,49199
7832,dev,Dakota Fanning is Canadian.,177793; 177795; 177796
7833,dev,"Tim Roth graduated college on May 14th, 1961.",117090
7834,dev,Chaka Khan had a crossover hit featuring a singer.,122445
7835,dev,The Prowler is a real-life character.,158287
7836,dev,Mike Huckabee was a sergeant in the Army.,24931
7837,dev,Michaela Watkins was born in December.,268477
7838,dev,Smriti Mandhana's birthday is July 18.,197260
7839,dev,Yara Shahidi is a person.,160217
7840,dev,Easy A is an American teen comedy film.,246254
7841,dev,Private Lives is a three act comedy play from 1930.,255457
7842,dev,Tiber Oil Field is operated by BP as of 2008.,25022
7843,dev,Premam had a theatrical run of 259 days in Chennai.,214780
7844,dev,The Republic of Macedonia is in a place.,143304
7845,dev,The Chrysler Building is taller than the Empire State Building.,93627
7846,dev,Jens Stoltenberg was Prime Minister of Norway from 1809 to 2013.,40774
7847,dev,Swordfish (film) is a film that is about a farmer..,209574
7848,dev,Tom DeLonge formed a band in college.,235716
7849,dev,Duff McKagan likes music.,21091
7850,dev,The Wallace is historically accurate.,147993
7851,dev,Angelsberg is a record label.,138442
7852,dev,Epistemology tries to understand the justification of propositions and beliefs.,212195; 212195; 212196
7853,dev,"Smriti Mandhana was born July 18, 1996.",197246; 197251
7854,dev,A part of Saw (franchise) is It Follows.,181252
7855,dev,There are no effects from Global warming.,105131; 105131; 105131; 105131; 105131
7856,dev,"Diana, Princess of Wales died in a vehicle accident in Paris on August 31st, 1997.",117634
7857,dev,Aarhus is 187 km southeast of Copenhagen.,282405; 284408; 285293; 285294; 285297
7858,dev,The Apple II was designed by Steve Wozniak.,103472
7859,dev,Jens Stoltenberg was the first Prime Minister of Norway from 2000 to 2001.,160211
7860,dev,Live Through This is an album by Garth Brooks.,237558
7861,dev,Brian Michael Bendis has worked on a cruise liner.,135770
7862,dev,Luke Cage is not a superhero.,160548; 160548
7863,dev,Luke Cage is the name of a book.,231956
7864,dev,"Duane Chapman's full name, including his bounty hunter nickname, is Duane Lee ""Dog"" Chapman I.",150489
7865,dev,The Greek language is spoken by at least 13.2 million pugs.,180989
7866,dev,Ashley Cole plays solely for the Houston Rockets.,142843; 142843; 142843; 142843; 142843; 142843
7867,dev,Harris Jayaraj is a father.,21370
7868,dev,The Hanford Site hosts a commercial nuclear power plant.,259722
7869,dev,Earl Scruggs was incapable of being involved in bluegrass music.,200757; 200757
7870,dev,The Battle of France led to the collapse of the French army after a period of flight.,46353
7871,dev,Carlos Santana was the most popular singer in the nineties.,283453
7872,dev,Shadowhunters began its second season in January 2019.,282981; 284880; 284883; 284883; 331425; 331426
7873,dev,WGBH-TV is located in Maine.,210886
7874,dev,Peking University is in China.,43619
7875,dev,Billboard Dad only stars Charlie Sheen.,143714
7876,dev,The United Nations Charter was drafted in 1945.,32193
7877,dev,Wildfang is a US-based women's clothing company featuring clothing that is tomboyish in style.,119237; 119239
7878,dev,Congressional Space Medal of Honor is awarded based on recommendations from the Administrator of the space program.,207695
7879,dev,Aleister Crowley refused to be an occultist.,120308; 120308
7880,dev,The Hurt Locker is a war comedy about an Iraq War Explosive Ordnance Disposal Team.,218420
7881,dev,Bradley Fuller is the co-owner of Platinum Dunes.,215913
7882,dev,Henry VIII (TV serial) stars a model who was born in 1957.,166295
7883,dev,Akkineni Nageswara Rao plays in Daag.,18357
7884,dev,Middle-earth was invented by a British writer.,194714
7885,dev,Osamu Tezuka died as a baby.,208084
7886,dev,Luke Cage appear in a novel series.,23194
7887,dev,"In The 100, teens are the first to return to Earth.",138328
7888,dev,CHiPs is based on a TV series of the same name.,216052
7889,dev,Robert Palmer (writer) has written for a newspaper.,139935
7890,dev,Fabian Nicieza is a comic book writer.,203206; 203217
7891,dev,Calcaneal spurs can be detected.,257317; 257317
7892,dev,Ludwig van Beethoven was a baseball player.,126022
7893,dev,The History of Earth dates back more than 5 billion years.,81202
7894,dev,Miracle at St. Anna is set during the Renaissance.,251495
7895,dev,Chile is in the northern part of the western hemisphere.,144908
7896,dev,Dave Gibbons is an English writer for Marvel Comics.,198046
7897,dev,Soyuz was planned in the 1960s.,31914
7898,dev,The Hundred Years' War includes the Civil War.,15962
7899,dev,Dan O'Bannon work was primarily in forestry and carpentry.,296479
7900,dev,"In 1995, Mohra received nine nominations from a magazine.",172719
7901,dev,The Battle of France happened during World War II.,57756; 57756; 57756; 57756; 57756; 57756; 60675; 62273; 303100; 305198; 305199; 305200
7902,dev,Lithuanians are an ethnic group from the Baltic.,169087
7903,dev,Awkward Black Girl was created by a Brit.,162543
7904,dev,Oliver Stone heavily revised the screenplay for Natural Born Killers.,235601
7905,dev,Aarhus is the second-largest city in Denmark as of 2002.,129467
7906,dev,Annette Badland was in a BBC series.,114598; 114599
7907,dev,Shawn Carlson is a scientist.,139386
7908,dev,Shadowhunters premiered on a chicken platter.,93265
7909,dev,The Gifted is from the United States.,54006
7910,dev,Angela Bassett received a teacher's salary from Yale University.,179259
7911,dev,"Dan O'Bannon graduated college on September 30th, 1946.",183962; 183963
7912,dev,Tom DeLonge formed a band in Nebraska.,235697
7913,dev,Savages was created in 1954.,260503; 260504; 260504
7914,dev,Caroline Kennedy is a diplomat.,75447; 79541; 82030; 82030; 305974; 307388; 307388
7915,dev,The Republic of Macedonia is in a place with various and disputed Galactic Empires.,290868
7916,dev,There was a grouping of French colonial territories called French Indochina.,142194; 142194
7917,dev,Danger UXB tells the life story of Anthony Andrews.,129303
7918,dev,Christa McAuliffe taught at Oak Ridge High School.,184390
7919,dev,Birthday Song (2 Chainz song) was unable to feature Kanye West.,65682
7920,dev,Emma Watson is an Italian actress.,31460
7921,dev,Manmohan Singh was only the second Sikh in office.,194769
7922,dev,Bad Romance was a flop.,51200; 51200; 51200
7923,dev,Bones is produced by Americans.,60596
7924,dev,Bhagat Singh was not executed.,52685; 52685
7925,dev,There is a film series with Riddick in it.,54132
7926,dev,Papua was formerly West Irian.,63165; 65119; 66939; 303664
7927,dev,Muscarinic acetylcholine receptors are in the cell membranes of certain organs.,319309
7928,dev,Bad Romance was the second best-selling single of all time.,121439
7929,dev,The Millers aired exclusively on NBC.,225779; 225780
7930,dev,Winter's Tale is only a movie.,130709
7931,dev,Tremont Street Subway served Boylston station.,15908; 15908
7932,dev,The Road to El Dorado is a horror film.,94566
7933,dev,No Country for Old Men is set in the tundra of Alaska.,52806
7934,dev,The horse used to be Christian.,46601
7935,dev,Veeram is a film.,188628; 188632; 188632
7936,dev,There is a Ghibli film called Princess Mononoke.,211449
7937,dev,Danielle Cormack is a screen producer.,268392
7938,dev,Artpop was reviewed by music critics in 1999.,201848
7939,dev,Anne Sullivan died in October of Cancer.,199933
7940,dev,Saturn is smaller than the Empire State Building.,233035
7941,dev,Global warming is expected to result in the retreat of sea ice.,34376
7942,dev,John Hurt stars in Tinker Tailor Soldier Spy.,238557
7943,dev,Sophia Bush played a minor role in The Narrows.,28594
7944,dev,"Kerplunk, released in 1990, was Green Day's last album on the Lookout Records label.",160081
7945,dev,Brazzers is a production company.,39083
7946,dev,A Milli is by a Protestant.,128237
7947,dev,The Battle of France is known by no other name.,182008
7948,dev,Community Connect Inc. launched Glee.com.,240794; 240800
7949,dev,Brad Wilk died before being a member of Greta in 1990.,241413; 241419; 241419
7950,dev,How to Train Your Dragon 2 refused to use scalable multicore processing.,36563
7951,dev,Tim McGraw had a supporting role in Friday Night Lights as Kevin.,132859
7952,dev,How to Train Your Dragon 2 was Dreamworks' first film.,70560
7953,dev,The Bassoon King is only a film.,101614
7954,dev,Melancholia's cast includes Kiefer Sutherland.,83058
7955,dev,The 16th was the day Shane Black was born.,137293
7956,dev,Michaela Watkins is from New York City.,268468
7957,dev,Lalla Ward was only born in 1962.,197398
7958,dev,Heavy Metal music was developed in a dumpster.,131441
7959,dev,The Chagatai language was a Cyrillic language.,257058
7960,dev,Polynesian languages include several speakers.,239638
7961,dev,Danielle Cormack is a commercial actress.,268409
7962,dev,Noel Fisher portrayed Harry Potter.,274225
7963,dev,Luke Cage was featured as a protagonist of a comic book.,231964
7964,dev,"Alice Cooper was born on February 4th, 1948 in a log cabin.",190767
7965,dev,Jack Falahee was born in a box.,88104
7966,dev,The Cretaceous is yet to start.,241268; 241268
7967,dev,José Ferrer was a director of plays.,62740; 62740
7968,dev,Tamerlan Tsarnaev has been to Allston.,237960
7969,dev,Vanisri stars in Daag.,87463
7970,dev,English people are descended from the Saxons as a result of migration.,292783
7971,dev,Pharrell Williams was in a band with Taylor Swift.,82637
7972,dev,Girl is by at least one singer.,229596; 229596; 229596; 229596
7973,dev,Advertising is an audio form of fiction writing.,15569
7974,dev,"Simón Bolívar's cat died on December 17th, 1830.",232013
7975,dev,Tim Roth is a successful English actor.,115715
7976,dev,Microbiologist research promotes information that leads to important policy decisions,106733
7977,dev,Jeong Hyeong-don is Japanese.,230066
7978,dev,Ralph Fults was associated with no criminal organizations.,266609
7979,dev,Moonlight was filmed in a shack.,68560
7980,dev,Jack Falahee is an actor.,58067; 58067
7981,dev,"To Pimp a Butterfly sold 850,000 copies in America by March 6, 2016.",189349
7982,dev,José Ferrer played a character.,278152; 280132; 327824
7983,dev,Margaret Thatcher was a governor.,108201
7984,dev,Tatum O'Neal got married.,170369; 170369
7985,dev,Anne Sullivan died in October of 1936.,199901
7986,dev,Fabian Nicieza is a vegetarian.,203208
7987,dev,Tilda Swinton is a model.,227767
7988,dev,Lost won numerous awards and was lauded in the press.,161975
7989,dev,The Hundred Years' War features the Lancastrian War.,22468
7990,dev,Edward G. Robinson rejected all offers to star in The Cincinnati Kid.,117099
7991,dev,The Faroe Islands existed.,12016; 12016; 12016; 12016; 12016; 12016; 12016; 12016; 12016; 12016; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 16966; 239134; 239135; 250676; 250676; 250676; 281998; 287549; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 300938; 312822; 342921; 342921
7992,dev,Harvard University is a residential school.,152023; 152024
7993,dev,Henry VIII (TV serial) stars a film and television actor.,27462
7994,dev,Guillermo del Toro works in the coal industry.,18201; 18201; 18201
7995,dev,The French Resistance executed acts of sabotage in 1943.,259606
7996,dev,Tom Baker is incapable of getting involved with narrating television series.,190472; 190475
7997,dev,Stadium Arcadium was released in or before 2009.,247510
7998,dev,T2 Trainspotting is set in the capital city of Scotland and the two miles surrounding it.,39161
7999,dev,Underdog was funded by a Belgian film director.,125509
8000,dev,Jennifer Lopez was married.,62688; 62688
8001,dev,Mary of Teck's son married an Australian socialite.,65449
8002,dev,I Kissed a Girl is part of the EP One of the Boys.,162873
8003,dev,Live Through This has been sold in the United States.,218034
8004,dev,The Hunchback of Notre Dame kills Quasimodo.,217299
8005,dev,Selena Gomez & the Scene's debut album earned a Platinum certification.,199406
8006,dev,"The Winds of Winter was not called ""very surprising and satisfying.""",23335
8007,dev,Aaron Burr killed a President of the United States.,262117
8008,dev,Home for the Holidays stars an American director.,215844
8009,dev,Victoria Palace Theatre is outside of Victoria Street.,19925
8010,dev,Duff McKagan was born on May 5.,70268
8011,dev,Taran Killam writes professionally.,181306
8012,dev,Billboard Dad is only a book.,134929
8013,dev,Bessie Smith was a mute.,148792
8014,dev,EA Black Box was a video game developer based in Canada.,75162
8015,dev,Cheese in the Trap (TV series) stars Seo Kang-joon while he is in America.,101763
8016,dev,Wales transformed into an industrial nation from an agricultural society.,137555
8017,dev,Colombiana is a French horror film.,297777
8018,dev,The Chrysler Building is shorter than the Empire State Building by 10 meters.,87587
8019,dev,Awkward Black Girl was created by Lena Dunham.,45970
8020,dev,Miracle at St. Anna is set primarily in France.,251500; 251501; 251526
8021,dev,A working animal is trained to perform tasks.,273644
8022,dev,Ripon College has existed.,71425
8023,dev,Ripon College has existed since at least the Big Bang.,80285
8024,dev,"Fabian Nicieza died December 31, 1961.",203224; 203231
8025,dev,Private Lives is a comedy.,255472
8026,dev,Wales received a significant amount of income from mining.,11216
8027,dev,Forceps are a wheeled instrument.,211598
8028,dev,"Billboard Hot 100 had ""Love the Way You Lie"" on it for seven weeks.",225857
8029,dev,The Bee Gees did not write their own songs.,172283
8030,dev,The NAACP Image Award for Outstanding Supporting Actor in a Drama Series has been received by Joe Morton three times.,153356
8031,dev,Bongwater was based on a book by an award-winning writer.,269575
8032,dev,Advertising is an openly sourced message and it is important for modern civilization.,150020
8033,dev,Gin is a name.,39115; 39115; 39115; 39115
8034,dev,Invasion literature is a fictional genre.,205312
8035,dev,Daggering is strictly associated with Puerto Rican music.,153416; 156157; 158101; 311691; 313099
8036,dev,The World Trade Center is still standing today.,206505
8037,dev,Polynesian languages include french.,239643
8038,dev,Trace Cyrus is the eldest sibling of Noah Cyrus.,84442
8039,dev,Tom Baker has narrated a type of digital entertainment.,190479
8040,dev,The Greek language is spoken only outside of Cyprus.,167004; 167004
8041,dev,Sandra Bullock knew about George Lopez.,55852
8042,dev,"Bea Arthur's date of birth was May 13th, 1922.",227030
8043,dev,The Chagatai language is Finno-Urgic.,257083
8044,dev,The principal photography of The Disaster Artist (film) is incapable of starting.,266031; 266032
8045,dev,The Crips are a street gang.,21381
8046,dev,Knocked Up is a horror film.,111445
8047,dev,Telemundo is owned by a company.,130373
8048,dev,PacSun sells products.,253231; 254995; 320861; 320885; 321026
8049,dev,Miranda Otto is the aunt of actress Gracie Otto.,181619
8050,dev,The Faroe Islands have not been part of the Hereditary Kingdom of Norway since 1814.,164235; 164235
8051,dev,Capsicum chinense is only native to the continent of Europe.,260909
8052,dev,"Matthias Corvinus, King of Hungary, established a royal library between 1458 and 1480.",221696
8053,dev,A monk completely avoids practicing a lifestyle characterized by abstinence from worldly pleasures.,258072
8054,dev,Part of Dilwale Dulhania Le Jayenge was filmed in Switzerland by a crew of 5.,147172
8055,dev,In the 1990s and early 2000s Viola Davis appeared in both film and television.,62278
8056,dev,Mary-Kate Olsen and Ashley Olsen are interior designers.,251725
8057,dev,Aarhus is the second-largest city in flag.,139586
8058,dev,Saturn is a planet in the Solar System.,233056
8059,dev,Life is only an idea.,50534; 50534
8060,dev,"As of 2003, Saxony is the sixth most populous German state.",166027
8061,dev,Marjorie Gross wrote for TV.,222953
8062,dev,Eva Mendes has only ever been a gardener.,218314
8063,dev,Riverdale's executive producer is Joaquim Dos Santos.,173450
8064,dev,Soyuz was taken out of service in 1991.,93407
8065,dev,The Gifted was destroyed by Matt Nix.,51907
8066,dev,T2 Trainspotting is set outside of Scotland.,171644; 175085; 312758
8067,dev,Baz Luhrmann directed a 2008 Australian-American-British painting.,186125
8068,dev,There are zero Polynesian languages.,239604
8069,dev,Avenged Sevenfold is an album by a band from Balboa.,239274
8070,dev,The dress was investigated by squirrels.,54649
8071,dev,Flaked was cancelled.,133084
8072,dev,The Others (2001 film) won Best Actor.,160967
8073,dev,Uranium-235 was discovered by a person who lived forever.,121946
8074,dev,Bret Easton Ellis wrote the screenplay for an erotic thriller-drama.,81975
8075,dev,The Cincinnati Kid was directed by Norman Jewison.,63323; 65219; 65219; 67047; 303687; 305428
8076,dev,I Kissed a Girl is a jazz song.,161741
8077,dev,The horse was not domesticated on a broad scale by 3000 BC.,145574
8078,dev,Bad Romance is an album.,250551; 251929; 251929; 319495; 320653
8079,dev,Shane Black finished high school on the 16th.,97542
8080,dev,Danger UXB is on a commercial film network in the United Kingdom.,105125
8081,dev,Bhagat Singh was an American.,139487
8082,dev,The dress is a forest.,47818
8083,dev,"Albert S. Ruddy is born on March 24, 1930.",228773
8084,dev,Tata Motors is disqualified to be listed on the (BSE) Bombay Stock Exchange.,213168
8085,dev,Sayyeshaa made her Hollywood debut in Shivaay.,24081
8086,dev,XHamster fails to produce an online TV series.,40605
8087,dev,Mickey Rourke was visible in The Expendables.,297073; 344652; 344659
8088,dev,Rihanna is on Recovery.,115947; 115947
8089,dev,Harold Macmillan was born in Japan.,139773; 139774
8090,dev,Uranium-235 was discovered by at least one person.,111571
8091,dev,Giada at Home aired on a TV channel.,271157
8092,dev,Bradley Fuller is an American filmmaker.,215929
8093,dev,Knowledge over ignorance is signified spiritually through Diwali.,231479
8094,dev,The principal filming of The Disaster Artist (film) started in 2016.,266023
8095,dev,Lithuanians are Mediterranean.,110715
8096,dev,Fantastic Four (2005 film) was the highest grossing film in July.,81358
8097,dev,Marjorie Gross is illiterate.,93460; 93460
8098,dev,Arizona is a part of the ACLU.,284484
8099,dev,Saxony is only in Spain.,75459; 75459
8100,dev,Psych takes place in the United States.,154895
8101,dev,Miranda Otto is the son of Barry Otto.,279338; 281084; 281084; 281084; 281084; 283164; 327570; 328735; 328735; 328735
8102,dev,Miracle at St. Anna is set primarily in Europe.,251513
8103,dev,The Barrow Gang is a criminal organization that Ralph Fults was associated with.,267473; 267474
8104,dev,Natural Born Killers is based upon an original screenplay by Quentin Tarantino.,235561; 235566
8105,dev,Magic Johnson was not a point guard.,100677; 100677
8106,dev,Kellyanne Conway publicly endorsed Melania Trump.,282005
8107,dev,Aleister Crowley died on a boat.,160146
8108,dev,Edgar Wright is the producer of Twilight.,184133
8109,dev,Joe Rogan moved to Los Angeles in May of 1994.,109301
8110,dev,Lockhead Martin F-35 Lightning II first flew on the 16th.,145217
8111,dev,James VI and I went to Ulster.,164847
8112,dev,A Floppy disk is sealed in plastic.,290137; 291481; 293599; 337709; 337713
8113,dev,Tinker Tailor Soldier Spy stars a parrot.,238548
8114,dev,Selena Gomez & the Scene's debut album is anything but Kiss & Tell.,198620
8115,dev,Efraim Diveroli is a three-wheeled vehicle.,103876
8116,dev,"Jewell worked with Snoop Dog on ""Gin and Juice.""",145605; 145614
8117,dev,Chile is not in the western hemisphere.,189229
8118,dev,The Rock plays Riddick.,223637; 227275; 227276; 319781
8119,dev,Christian Gottlob Neefe was a music conductor.,202995
8120,dev,Shane McMahon is a balloon.,276004; 276004; 276004; 276004; 276004; 276004; 276004; 276004; 276004; 276004; 325219; 326224; 326224; 326224; 326224; 326224; 326224; 326224; 326224; 326224
8121,dev,Jack Falahee was born in 1999.,130089
8122,dev,I Kissed a Girl was recorded by Brittany Spears.,150952
8123,dev,The New York Knicks compete in the National Football League (NFL).,115936
8124,dev,Kuching is in Sri Lanka.,25468
8125,dev,"Otto I, Holy Roman Emperor was defeated by the Magyars.",169350
8126,dev,Island Records was founded by Peter Jackson only.,272425
8127,dev,Juventus F.C. is the second oldest association football (soccer) club engaged in professional competition.,184959
8128,dev,Lockheed Martin works for money.,281077
8129,dev,Nestor Carbonell rejected all offers to star in any television show.,130489; 130489; 130489; 130491; 130491; 130491
8130,dev,"Tenacious D was formed in Los Angeles, California.",34291
8131,dev,Asylum Records is an American record label.,217665
8132,dev,EA Black Box was closed in 1998.,74226; 74226
8133,dev,The Mighty Ducks was produced by an American film producer in 2017.,58399; 61245; 63485; 305258
8134,dev,Helmand Province is in Iraq.,112386
8135,dev,"Palo Alto, California is located only outside of San Francisco Bay Area.",243700
8136,dev,Michigan is a place in the U.S.,162573; 162573; 162573
8137,dev,Christa McAuliffe attended Concord High School.,184384
8138,dev,Birthday Song (2 Chainz song) was banned by Mike Dean.,145757
8139,dev,Rick Yune was on a plane that cancelled on December 12.,194099
8140,dev,"The Prowler was destroyed by Stan Lee, John Buscema, and Jim Mooney.",49416
8141,dev,Ann Richards was the head of the executive branch of a state government.,93227; 93227
8142,dev,Aristotle tutored Alexander the Great starting in 2009.,135340
8143,dev,Tool has not produced albums.,174637
8144,dev,Warner Bros. released Avenged Sevenfold.,239241; 239242
8145,dev,Michael B. Jordan was born in 2005.,111229
8146,dev,Part of Hindu Kush is in the Punjab District.,118499
8147,dev,Dakota Fanning is a photographer.,159681
8148,dev,Home for the Holidays stars no children of Charlie Chaplin.,215853
8149,dev,The Beach was adapted for film by John Denver exclusively.,201559
8150,dev,John Deighton experienced swelling in his legs.,149636
8151,dev,Chaka Khan is a musician.,49253; 49253; 49253; 49253; 49253; 49253; 49253
8152,dev,Brubaker is an American film.,264393
8153,dev,Appropriation (art) played a significant role in the history of literacy arts.,106906
